image_path,group,group_source,label,class_id,meaning,advice
dataset_aug/Information Signs/I.447c/1_rot-10.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot-20.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot-30.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot-45.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot10.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot20.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot30.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_rot45.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_shear_5deg.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_zoom_in.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447c/1_zoom_out.png,chỉ dẫn,Information Signs,I.447c,,Sơ đồ đường vòng tránh,Đi đường vòng tránh nếu đường chính tắc.
dataset_aug/Information Signs/I.447d/1.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_blur.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_bright.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_dark.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_original.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_persp1.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_persp2.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot-10.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot-20.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot-30.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot-45.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot10.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot20.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot30.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_rot45.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_shear_5deg.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_zoom_in.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.447d/1_zoom_out.png,chỉ dẫn,Information Signs,I.447d,,Sơ đồ tuyến đường cao tốc,Xem sơ đồ chọn lối vào cao tốc.
dataset_aug/Information Signs/I.448/1.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_blur.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_bright.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_dark.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_original.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_persp1.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_persp2.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot-10.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot-20.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot-30.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot-45.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot10.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot20.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot30.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_rot45.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_shear_5deg.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_shear_m5deg.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_zoom_in.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.448/1_zoom_out.png,chỉ dẫn,Information Signs,I.448,,Đường cứu nạn (thoát hiểm),"Phía trước 300m có đường cứu nạn, sử dụng khi mất phanh hoặc khẩn cấp."
dataset_aug/Information Signs/I.449/1.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_blur.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_bright.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_dark.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_original.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_persp1.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_persp2.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot-10.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot-20.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot-30.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot-45.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot10.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot20.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot30.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_rot45.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_shear_5deg.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_shear_m5deg.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_zoom_in.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Information Signs/I.449/1_zoom_out.png,chỉ dẫn,Information Signs,I.449,,Số hiệu đường quốc tế (Asian Highway),Đường thuộc mạng lưới đường bộ xuyên Á (Asian Highway Network).
dataset_aug/Supplementary Signs/DP.127a/1.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_blur.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_bright.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_dark.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_original.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_persp1.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_persp2.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot-10.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot-20.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot-30.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot-45.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot10.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot20.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot30.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_rot45.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_shear_5deg.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_shear_m5deg.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_zoom_in.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127a/1_zoom_out.png,biển phụ,Supplementary Signs,DP.127a,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc quy định tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_blur.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_bright.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_dark.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_original.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_persp1.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_persp2.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot-10.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot-20.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot-30.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot-45.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot10.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot20.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot30.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_rot45.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_shear_5deg.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_shear_m5deg.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_zoom_in.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127b/1_zoom_out.png,biển phụ,Supplementary Signs,DP.127b,,Hết đoạn đường quy định tốc độ tối đa theo từng làn đường,Kết thúc giới hạn tốc độ theo từng làn; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_blur.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_bright.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_dark.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_original.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_persp1.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_persp2.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot-10.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot-20.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot-30.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot-45.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot10.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot20.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
dataset_aug/Supplementary Signs/DP.127c/1_rot30.png,biển phụ,Supplementary Signs,DP.127c,,Hết đoạn đường quy định tốc độ tối đa theo làn và loại phương tiện,Kết thúc giới hạn tốc độ theo làn hoặc loại xe; tiếp tục chạy theo quy định chung và biển báo tiếp theo.
